New Acc. No.,Old Acc. Number,Acc.Name,Meter No.,Phone No.,Zone,Sub-Zone,Longitude,Latitude,Walkroute,Water,Sewer,Connection Status,Tarriff,Building Type,House Type,Hse. Units
3164,2200103164,,,,GATAGAMA,GATAGAMA,278965.0337,9878440.122,Unknown,,,,,,,
3192,2200103192,,,,GATAGAMA,GATAGAMA,278979.7049,9878419.284,Unknown,,,,,,,
3113,2200103113,,,,GATAGAMA,GATAGAMA,279006.5886,9878391.966,Unknown,,,,,,,
3183,2200103183,,,,GATAGAMA,GATAGAMA,279053.3787,9878395.167,Unknown,,,,,,,
6609,2200106609,,,,GATAGAMA,GATAGAMA,279015.6826,9878443.787,Unknown,,,,,,,
7295,2200107295,,,,GATAGAMA,GATAGAMA,279009.8947,9878470.455,Unknown,,,,,,,
3144,2200103144,,,,GATAGAMA,GATAGAMA,279191.5579,9878602.592,Unknown,,,,,,,
3135,2200103135,,,,GATAGAMA,GATAGAMA,279227.9731,9878582.985,Unknown,,,,,,,
3178,2200103178,,,,GATAGAMA,GATAGAMA,279277.6468,9878462.43,Unknown,,,,,,,
3218,2200103218,,,,GATAGAMA,GATAGAMA,279316.0541,9878432.374,Unknown,,,,,,,
3209,2200103209,,,,GATAGAMA,GATAGAMA,279267.9033,9878438.922,Unknown,,,,,,,
3181,2200103181,,,,GATAGAMA,GATAGAMA,279264.4968,9878455.786,Unknown,,,,,,,
3191,2200103191,,,,GATAGAMA,GATAGAMA,279243.793,9878452.749,Unknown,,,,,,,
3306,2200103306,,,,GATAGAMA,GATAGAMA,279238.6489,9878459.898,Unknown,,,,,,,
3271,2200103271,,,,GATAGAMA,GATAGAMA,279212.8236,9878346.242,Unknown,,,,,,,
3332,2200103332,,,,GATAGAMA,GATAGAMA,279188.8591,9878308.254,Unknown,,,,,,,
3318,2200103318,,,,GATAGAMA,GATAGAMA,279212.1231,9878395.347,Unknown,,,,,,,
18977,2200118977,,,,GATAGAMA,GATAGAMA,279174.0127,9878425.146,Unknown,,,,,,,
3289,2200103289,,,,GATAGAMA,GATAGAMA,279309.5413,9878377.329,Unknown,,,,,,,
3179,2200103179,,,,GATAGAMA,GATAGAMA,279319.7201,9878443.878,Unknown,,,,,,,
8861,2200108861,,,,GATAGAMA,GATAGAMA,279297.6954,9878502.203,Unknown,,,,,,,
3138,2200103138,,,,GATAGAMA,GATAGAMA,279238.7144,9878556.854,Unknown,,,,,,,
3133,2200103133,,,,GATAGAMA,GATAGAMA,279316.1698,9878537.643,Unknown,,,,,,,
3313,2200103313,,,,GATAGAMA,GATAGAMA,279271.5497,9878619.585,Unknown,,,,,,,
15152,2200115152,,,,GATAGAMA,GATAGAMA,279315.1583,9878692.073,Unknown,,,,,,,
18673,2200118673,,,,GATAGAMA,GATAGAMA,279395.7234,9878627.796,Unknown,,,,,,,
7008,2200107008,,,,GATAGAMA,GATAGAMA,279378.8658,9878728.317,Unknown,,,,,,,
3190,2200103190,,,,GATAGAMA,GATAGAMA,279313.5343,9878818.963,Unknown,,,,,,,
3128,2200103128,,,,GATAGAMA,GATAGAMA,279407.7857,9878736.023,Unknown,,,,,,,
3511,2200103511,,,,GATAGAMA,GATAGAMA,279660.686,9878656.985,Unknown,,,,,,,
3444,2200103444,,,,GATAGAMA,GATAGAMA,279692.6153,9878630.96,Unknown,,,,,,,
3500,2200103500,,,,GATAGAMA,GATAGAMA,279706.2969,9878619.541,Unknown,,,,,,,
19330,2200119330,,,,GATAGAMA,GATAGAMA,279736.6618,9878602.363,Unknown,,,,,,,
,,,,,GATAGAMA,GATAGAMA,279755.0195,9878561.823,Unknown,,,,,,,
3143,2200103143,,,,GATAGAMA,GATAGAMA,279626.1712,9878524.725,Unknown,,,,,,,
11001,2200111001,,,,GATAGAMA,GATAGAMA,279548.9921,9878379.442,Unknown,,,,,,,
18971,2200118971,,,,GATAGAMA,GATAGAMA,279608.1628,9878430.19,Unknown,,,,,,,
3119,2200103119,,,,GATAGAMA,GATAGAMA,279537.0057,9878352.651,Unknown,,,,,,,
3353,2200103353,,,,GATAGAMA,GATAGAMA,279503.2302,9878336.887,Unknown,,,,,,,
3290,2200103290,,,,GATAGAMA,GATAGAMA,279502.5124,9878328.186,Unknown,,,,,,,
3120,2200103120,,,,GATAGAMA,GATAGAMA,279473.8326,9878350.01,Unknown,,,,,,,
3184,2200103184,,,,GATAGAMA,GATAGAMA,279469.9584,9878288.884,Unknown,,,,,,,
15888,2200115888,,,,GATAGAMA,GATAGAMA,279185.6199,9878045.99,Unknown,,,,,,,
3356,2200103356,,,,GATAGAMA,GATAGAMA,279124.7055,9878106.262,Unknown,,,,,,,
3362,2200103362,,,,GATAGAMA,GATAGAMA,279064.7121,9878065.116,Unknown,,,,,,,
3153,2200103153,,,,GATAGAMA,GATAGAMA,278987.8278,9878173.745,Unknown,,,,,,,
3173,2200103173,,,,GATAGAMA,GATAGAMA,279000.3865,9878204.739,Unknown,,,,,,,
3237,2200103237,,,,GATAGAMA,GATAGAMA,279036.7841,9878183.732,Unknown,,,,,,,
3232,2200103232,,,,GATAGAMA,GATAGAMA,279069.8253,9878159.994,Unknown,,,,,,,
3322,2200103322,,,,GATAGAMA,GATAGAMA,279015.9621,9878302.444,Unknown,,,,,,,
3269,2200103269,,,,GATAGAMA,GATAGAMA,279010.1079,9878317.205,Unknown,,,,,,,
3132,2200103132,,,,GATAGAMA,GATAGAMA,278912.3989,9878353.673,Unknown,,,,,,,
3139,2200103139,,,,GATAGAMA,GATAGAMA,278934.4093,9878317.172,Unknown,,,,,,,
3155,2200103155,,,,GATAGAMA,GATAGAMA,278960.2293,9878299.218,Unknown,,,,,,,
3361,2200103361,,,,GATAGAMA,GATAGAMA,278946.0627,9878230.988,Unknown,,,,,,,
3319,2200103319,,,,GATAGAMA,GATAGAMA,278901.8251,9878267.566,Unknown,,,,,,,
3324,2200103324,,,,GATAGAMA,GATAGAMA,278881.8604,9878296.861,Unknown,,,,,,,
6633,2200106633,,,,GATAGAMA,GATAGAMA,278882.8377,9878305.913,Unknown,,,,,,,
3145,2200103145,,,,GATAGAMA,GATAGAMA,278874.3031,9878333.667,Unknown,,,,,,,
12294,2200112294,,,,GATAGAMA,GATAGAMA,278790.9533,9878204.95,Unknown,,,,,,,
16470,2200116470,,,,GATAGAMA,GATAGAMA,278804.6457,9878205.236,Unknown,,,,,,,
3201,2200103201,,,,GATAGAMA,GATAGAMA,278842.9755,9878180.284,Unknown,,,,,,,
3194,2200103194,,,,GATAGAMA,GATAGAMA,278841.8556,9878162.57,Unknown,,,,,,,
3213,2200103213,,,,GATAGAMA,GATAGAMA,278925.9164,9878143.105,Unknown,,,,,,,
3316,2200103316,,,,GATAGAMA,GATAGAMA,278974.4921,9878139.396,Unknown,,,,,,,
7293,2200107293,,,,GATAGAMA,GATAGAMA,278994.6357,9878175.759,Unknown,,,,,,,
12480,2200112480,,,,GATAGAMA,GATAGAMA,278980.5619,9878135.271,Unknown,,,,,,,
3291,2200103291,,,,GATAGAMA,GATAGAMA,278992.2138,9878107.15,Unknown,,,,,,,
23615,2200123615,,,,GATAGAMA,GATAGAMA,279004.2729,9878080.32,Unknown,,,,,,,
11498,2200111498,,,,GATAGAMA,GATAGAMA,278976.1924,9878065.979,Unknown,,,,,,,
6138,2200106138,,,,GATAGAMA,GATAGAMA,278937.0505,9878028.848,Unknown,,,,,,,
18424,2200118424,,,,GATAGAMA,GATAGAMA,278923.8469,9878074.7,Unknown,,,,,,,
3287,2200103287,,,,GATAGAMA,GATAGAMA,278963.406,9878070.357,Unknown,,,,,,,
21151,2200121151,,,,GATAGAMA,GATAGAMA,279114.7313,9877955.677,Unknown,,,,,,,
13979,2200113979,,,,GATAGAMA,GATAGAMA,278876.0947,9878039.83,Unknown,,,,,,,
14369,2200114369,,,,GATAGAMA,GATAGAMA,278775.6669,9877924.41,Unknown,,,,,,,
9823,2200109823,,,,GATAGAMA,GATAGAMA,278761.4047,9877943.957,Unknown,,,,,,,
3254,2200103254,,,,GATAGAMA,GATAGAMA,279221.9449,9878832.266,Unknown,,,,,,,
3198,2200103198,,,,GATAGAMA,GATAGAMA,279104.1432,9878643.713,Unknown,,,,,,,
3247,2200103247,,,,GATAGAMA,GATAGAMA,279025.4247,9878525.193,Unknown,,,,,,,
3123,2200103123,,,,GATAGAMA,GATAGAMA,278980.2943,9878425.644,Unknown,,,,,,,
3340,2200103340,,,,GATAGAMA,GATAGAMA,279035.25,9878342.069,Unknown,,,,,,,
3334,2200103334,,,,GATAGAMA,GATAGAMA,279062.5489,9878388.077,Unknown,,,,,,,
3255,2200103255,,,,GATAGAMA,GATAGAMA,279038.334,9878391.766,Unknown,,,,,,,
1533,220011533,,,,GATAGAMA,GATAGAMA,279022.728,9878423.331,Unknown,,,,,,,
3392,2200103392,,,,GATAGAMA,GATAGAMA,279024.9985,9878496.603,Unknown,,,,,,,
3270,2200103270,,,,GATAGAMA,GATAGAMA,279178.6654,9878515.47,Unknown,,,,,,,
3350,2200103350,,,,GATAGAMA,GATAGAMA,279208.7358,9878522.844,Unknown,,,,,,,
3151,2200103151,,,,GATAGAMA,GATAGAMA,279292.3545,9878414.589,Unknown,,,,,,,
3308,2200103308,,,,GATAGAMA,GATAGAMA,279256.6237,9878437.329,Unknown,,,,,,,
3310,2200103310,,,,GATAGAMA,GATAGAMA,279205.2845,9878467.507,Unknown,,,,,,,
3338,2200103338,,,,GATAGAMA,GATAGAMA,279222.2761,9878472.734,Unknown,,,,,,,
18425,2200118425,,,,GATAGAMA,GATAGAMA,279151.3654,9878387.288,Unknown,,,,,,,
3320,2200103320,,,,GATAGAMA,GATAGAMA,279334.1089,9878457.03,Unknown,,,,,,,
937,220010937,,,,GATAGAMA,GATAGAMA,279343.4692,9878443.083,Unknown,,,,,,,
3180,2200103180,,,,GATAGAMA,GATAGAMA,279359.2501,9878455.443,Unknown,,,,,,,
835,220010835,,,,GATAGAMA,GATAGAMA,279259.3966,9878536.481,Unknown,,,,,,,
8356,2200108356,,,,GATAGAMA,GATAGAMA,279253.7751,9878536.091,Unknown,,,,,,,
3257,2200103257,,,,GATAGAMA,GATAGAMA,279227.0989,9878530.285,Unknown,,,,,,,
3286,2200103286,,,,GATAGAMA,GATAGAMA,279238.9624,9878546.532,Unknown,,,,,,,
3147,2200103147,,,,GATAGAMA,GATAGAMA,279301.5839,9878681.668,Unknown,,,,,,,
3272,2200103272,,,,GATAGAMA,GATAGAMA,279351.0847,9878709.94,Unknown,,,,,,,
3206,2200103206,,,,GATAGAMA,GATAGAMA,279360.5605,9878717.651,Unknown,,,,,,,
3115,2200103115,,,,GATAGAMA,GATAGAMA,279307.5682,9878806.665,Unknown,,,,,,,
3116,2200103116,,,,GATAGAMA,GATAGAMA,279295.8228,9878836.113,Unknown,,,,,,,
3344,2200103344,,,,GATAGAMA,GATAGAMA,279295.5995,9878837.071,Unknown,,,,,,,
3351,2200103351,,,,GATAGAMA,GATAGAMA,279289.8518,9878831.15,Unknown,,,,,,,
3469,2200103469,,,,GATAGAMA,GATAGAMA,279674.8649,9878650.911,Unknown,,,,,,,
3490,2200103490,,,,GATAGAMA,GATAGAMA,279680.9944,9878640.63,Unknown,,,,,,,
3522,2200103522,,,,GATAGAMA,GATAGAMA,279707.2763,9878625.44,Unknown,,,,,,,
3422,2200103422,,,,GATAGAMA,GATAGAMA,279710.8625,9878617.369,Unknown,,,,,,,
14193,2200114193,,,,GATAGAMA,GATAGAMA,279733.8839,9878594.638,Unknown,,,,,,,
19326,2200119326,,,,GATAGAMA,GATAGAMA,279748.4419,9878576.436,Unknown,,,,,,,
3251,2200103251,,,,GATAGAMA,GATAGAMA,279709.1013,9878531.121,Unknown,,,,,,,
3258,2200103258,,,,GATAGAMA,GATAGAMA,279606.8521,9878504.067,Unknown,,,,,,,
9593,2200109593,,,,GATAGAMA,GATAGAMA,279117.839,9878136.542,Unknown,,,,,,,
3331,2200103331,,,,GATAGAMA,GATAGAMA,279042.7036,9878070.945,Unknown,,,,,,,
3274,2200103274,,,,GATAGAMA,GATAGAMA,279000.3628,9878212.499,Unknown,,,,,,,
3357,2200103357,,,,GATAGAMA,GATAGAMA,279000.6295,9878174.233,Unknown,,,,,,,
3311,2200103311,,,,GATAGAMA,GATAGAMA,278983.7055,9878345.998,Unknown,,,,,,,
3223,2200103223,,,,GATAGAMA,GATAGAMA,278954.7612,9878374.955,Unknown,,,,,,,
3112,2200103112,,,,GATAGAMA,GATAGAMA,278947.1129,9878409.179,Unknown,,,,,,,
312,2200100312,,,,GATAGAMA,GATAGAMA,278894.9277,9878399.947,Unknown,,,,,,,
3141,2200103141,,,,GATAGAMA,GATAGAMA,278910.0212,9878358.04,Unknown,,,,,,,
9586,2200109586,,,,GATAGAMA,GATAGAMA,278931.236,9878345.87,Unknown,,,,,,,
3312,2200103312,,,,GATAGAMA,GATAGAMA,278949.9397,9878343.487,Unknown,,,,,,,
3317,2200103317,,,,GATAGAMA,GATAGAMA,278935.7965,9878323.606,Unknown,,,,,,,
9259,2200109259,,,,GATAGAMA,GATAGAMA,278997.415,9878264.792,Unknown,,,,,,,
3307,2200103307,,,,GATAGAMA,GATAGAMA,278945.9761,9878221.698,Unknown,,,,,,,
3162,2200103162,,,,GATAGAMA,GATAGAMA,278891.4731,9878293.955,Unknown,,,,,,,
3205,2200103205,,,,GATAGAMA,GATAGAMA,278903.4053,9878151.441,Unknown,,,,,,,
3267,2200103267,,,,GATAGAMA,GATAGAMA,278970.3678,9878119.725,Unknown,,,,,,,
3337,2200103337,,,,GATAGAMA,GATAGAMA,279016.9706,9878097.545,Unknown,,,,,,,
3228,2200103228,,,,GATAGAMA,GATAGAMA,278972.4023,9878101.497,Unknown,,,,,,,
9904,2200109904,,,,GATAGAMA,GATAGAMA,278952.8443,9878021.835,Unknown,,,,,,,
26228,2200126228,,,,GATAGAMA,GATAGAMA,278880.4817,9878027.28,Unknown,,,,,,,
26388,2200126388,,,,GATAGAMA,GATAGAMA,278793.2988,9877971.001,Unknown,,,,,,,
27588,2200127588,,,,GATAGAMA,GATAGAMA,278783.9037,9877925.982,Unknown,,,,,,,
26898,2200126898,,,,GATAGAMA,GATAGAMA,278949.3796,9877931.254,Unknown,,,,,,,
4416,2200604416,,,,GREENFIELD,GREENFIELD,278528.9841,9878917.741,Unknown,,,,,,,
4513,2200604513,,,,GREENFIELD,GREENFIELD,278524.5477,9878892.854,Unknown,,,,,,,
4460,2200604460,,,,GREENFIELD,GREENFIELD,278552.7485,9878893.978,Unknown,,,,,,,
589,2200600589,,,,GREENFIELD,GREENFIELD,278510.2739,9878874.043,Unknown,,,,,,,
4317,2200604317,,,,GREENFIELD,GREENFIELD,278508.4224,9878868.143,Unknown,,,,,,,
7130,2200607130,,,,GREENFIELD,GREENFIELD,278507.1177,9878876.99,Unknown,,,,,,,
4492,2200604492,,,,GREENFIELD,GREENFIELD,278496.9048,9878889.702,Unknown,,,,,,,
4496,2200604496,,,,GREENFIELD,GREENFIELD,278495.6059,9878889.885,Unknown,,,,,,,
9017,2200609017,,,,GREENFIELD,GREENFIELD,278486.7385,9878832.184,Unknown,,,,,,,
4334,2200604334,,,,GREENFIELD,GREENFIELD,278481.7224,9878842.135,Unknown,,,,,,,
11701,2200611701,,,,GREENFIELD,GREENFIELD,278472.0788,9878835.677,Unknown,,,,,,,
4450,2200604450,,,,GREENFIELD,GREENFIELD,278472.6207,9878857.797,Unknown,,,,,,,
4283,2200604283,,,,GREENFIELD,GREENFIELD,278429.5879,9878840.073,Unknown,,,,,,,
11027,2200611027,,,,GREENFIELD,GREENFIELD,278435.5321,9878829.57,Unknown,,,,,,,
4284,2200604284,,,,GREENFIELD,GREENFIELD,278442.78,9878811.51,Unknown,,,,,,,
4446,2200604446,,,,GREENFIELD,GREENFIELD,278465.2277,9878814.843,Unknown,,,,,,,
10179,2200610179,,,,GREENFIELD,GREENFIELD,278423.1264,9878791.406,Unknown,,,,,,,
4473,2200604473,,,,GREENFIELD,GREENFIELD,278405.8703,9878793.237,Unknown,,,,,,,
4398,2200604398,,,,GREENFIELD,GREENFIELD,278404.191,9878807.429,Unknown,,,,,,,
13723,2200613723,,,,GREENFIELD,GREENFIELD,278388.453,9878758.387,Unknown,,,,,,,
19372,2200619372,,,,GREENFIELD,GREENFIELD,278372.6752,9878769.252,Unknown,,,,,,,
11026,2200611026,,,,GREENFIELD,GREENFIELD,278386.5841,9878778.847,Unknown,,,,,,,
12916,2200612916,,,,GREENFIELD,GREENFIELD,278353.0314,9878734.585,Unknown,,,,,,,
14319,2200614319,,,,GREENFIELD,GREENFIELD,278339.8526,9878743.056,Unknown,,,,,,,
4337,2200604337,,,,GREENFIELD,GREENFIELD,278343.176,9878767.574,Unknown,,,,,,,
4337,2200604337,,,,GREENFIELD,GREENFIELD,278344.4756,9878766.284,Unknown,,,,,,,
4297,2200604297,,,,GREENFIELD,GREENFIELD,278329.263,9878764.062,Unknown,,,,,,,
15631,2200615631,,,,GREENFIELD,GREENFIELD,278318.16,9878720.185,Unknown,,,,,,,
4327,2200604327,,,,GREENFIELD,GREENFIELD,278312.5994,9878711.886,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278309.6184,9878730.501,Unknown,,,,,,,
4338,2200604338,,,,GREENFIELD,GREENFIELD,278303.3134,9878725.705,Unknown,,,,,,,
7126,2200607126,,,,GREENFIELD,GREENFIELD,278300.5238,9878735.472,Unknown,,,,,,,
4314,2200604314,,,,GREENFIELD,GREENFIELD,278294.0322,9878732.15,Unknown,,,,,,,
4464,2200604464,,,,GREENFIELD,GREENFIELD,278294.2107,9878742.841,Unknown,,,,,,,
18811,2200618811,,,,GREENFIELD,GREENFIELD,278321.6929,9878708.574,Unknown,,,,,,,
4315,2200604315,,,,GREENFIELD,GREENFIELD,278270.6688,9878710.752,Unknown,,,,,,,
10412,2200610412,,,,GREENFIELD,GREENFIELD,278267.7062,9878701.902,Unknown,,,,,,,
18810,2200618810,,,,GREENFIELD,GREENFIELD,278288.6896,9878675.004,Unknown,,,,,,,
19499,2200619499,,,,GREENFIELD,GREENFIELD,278251.2183,9878664.473,Unknown,,,,,,,
10007,2200610007,,,,GREENFIELD,GREENFIELD,278237.1106,9878674.786,Unknown,,,,,,,
4432,2200604432,,,,GREENFIELD,GREENFIELD,278222.4398,9878694.868,Unknown,,,,,,,
4413,2200604413,,,,GREENFIELD,GREENFIELD,278214.8735,9878633.665,Unknown,,,,,,,
4443,2200604443,,,,GREENFIELD,GREENFIELD,278209.6697,9878646.934,Unknown,,,,,,,
4471,2200604471,,,,GREENFIELD,GREENFIELD,278201.1271,9878658.725,Unknown,,,,,,,
11203,2200611203,,,,GREENFIELD,GREENFIELD,278187.9487,9878666.642,Unknown,,,,,,,
4521,2200604521,,,,GREENFIELD,GREENFIELD,278190.542,9878673.096,Unknown,,,,,,,
4499,2200604499,,,,GREENFIELD,GREENFIELD,278185.3891,9878609.683,Unknown,,,,,,,
4481,2200604481,,,,GREENFIELD,GREENFIELD,278152.7194,9878632.518,Unknown,,,,,,,
10006,2200610006,,,,GREENFIELD,GREENFIELD,278142.1623,9878604.862,Unknown,,,,,,,
10009,2200610009,,,,GREENFIELD,GREENFIELD,278121.9268,9878622.728,Unknown,,,,,,,
4287,2200604287,,,,GREENFIELD,GREENFIELD,278165.5716,9878557.32,Unknown,,,,,,,
9535,2200609535,,,,GREENFIELD,GREENFIELD,278174.2996,9878545.529,Unknown,,,,,,,
9544,2200609544,,,,GREENFIELD,GREENFIELD,278188.4031,9878541.667,Unknown,,,,,,,
4488,2200604488,,,,GREENFIELD,GREENFIELD,278161.3015,9878561.557,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278228.645,9878571.002,Unknown,,,,,,,
1418,220061418,,,,GREENFIELD,GREENFIELD,278218.9985,9878568.968,Unknown,,,,,,,
4423,2200604423,,,,GREENFIELD,GREENFIELD,278219.5453,9878583.715,Unknown,,,,,,,
4328,2200604328,,,,GREENFIELD,GREENFIELD,278200.9933,9878581.122,Unknown,,,,,,,
4312,2200604312,,,,GREENFIELD,GREENFIELD,278198.94,9878599.738,Unknown,,,,,,,
4476,2200604476,,,,GREENFIELD,GREENFIELD,278234.9234,9878615.983,Unknown,,,,,,,
4453,2200604453,,,,GREENFIELD,GREENFIELD,278239.01,9878608.613,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278226.5851,9878599.572,Unknown,,,,,,,
4448,2200604448,,,,GREENFIELD,GREENFIELD,278245.5111,9878597.742,Unknown,,,,,,,
4475,2200604475,,,,GREENFIELD,GREENFIELD,278250.7057,9878598.298,Unknown,,,,,,,
4497,2200604497,,,,GREENFIELD,GREENFIELD,278252.3816,9878589.267,Unknown,,,,,,,
4431,2200604431,,,,GREENFIELD,GREENFIELD,278275.2132,9878573.43,Unknown,,,,,,,
4338,2200604338,,,,GREENFIELD,GREENFIELD,278278.9323,9878560.898,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278249.2592,9878541.524,Unknown,,,,,,,
15632,2200615632,,,,GREENFIELD,GREENFIELD,278230.1365,9878560.313,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278231.4451,9878545.383,Unknown,,,,,,,
4339,2200604339,,,,GREENFIELD,GREENFIELD,278245.9343,9878519.402,Unknown,,,,,,,
4424,2200604424,,,,GREENFIELD,GREENFIELD,278200.2939,9878516.975,Unknown,,,,,,,
4427,2200604427,,,,GREENFIELD,GREENFIELD,278198.2458,9878527.849,Unknown,,,,,,,
4377,2200604377,,,,GREENFIELD,GREENFIELD,278259.9556,9878638.857,Unknown,,,,,,,
4404,2200604404,,,,GREENFIELD,GREENFIELD,278264.4012,9878649.735,Unknown,,,,,,,
4461,2200604461,,,,GREENFIELD,GREENFIELD,278317.835,9878650.876,Unknown,,,,,,,
4514,2200604514,,,,GREENFIELD,GREENFIELD,278318.3943,9878646.822,Unknown,,,,,,,
4341,2200604341,,,,GREENFIELD,GREENFIELD,278332.8776,9878629.689,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278338.8208,9878620.661,Unknown,,,,,,,
4363,2200604363,,,,GREENFIELD,GREENFIELD,278349.4095,9878601.129,Unknown,,,,,,,
4356,2200604356,,,,GREENFIELD,GREENFIELD,278343.5948,9878695.686,Unknown,,,,,,,
4342,2200604342,,,,GREENFIELD,GREENFIELD,278352.886,9878674.125,Unknown,,,,,,,
4345,2200604345,,,,GREENFIELD,GREENFIELD,278349.177,9878671.542,Unknown,,,,,,,
4350,2200604350,,,,GREENFIELD,GREENFIELD,278357.7178,9878662.331,Unknown,,,,,,,
4307,2200604307,,,,GREENFIELD,GREENFIELD,278372.5619,9878660.682,Unknown,,,,,,,
18116,2200618116,,,,GREENFIELD,GREENFIELD,278359.9502,9878653.485,Unknown,,,,,,,
4308,2200604308,,,,GREENFIELD,GREENFIELD,278374.0573,9878643.909,Unknown,,,,,,,
10181,2200610181,,,,GREENFIELD,GREENFIELD,278375.5447,9878639.302,Unknown,,,,,,,
4310,2200604310,,,,GREENFIELD,GREENFIELD,278378.1453,9878634.696,Unknown,,,,,,,
4411,2200604411,,,,GREENFIELD,GREENFIELD,278380.3735,9878631.932,Unknown,,,,,,,
4311,2200604311,,,,GREENFIELD,GREENFIELD,278385.0154,9878626.774,Unknown,,,,,,,
4325,2200604325,,,,GREENFIELD,GREENFIELD,278399.2832,9878654.617,Unknown,,,,,,,
4449,2200604449,,,,GREENFIELD,GREENFIELD,278393.1446,9878678.576,Unknown,,,,,,,
801,22006801,,,,GREENFIELD,GREENFIELD,278388.8713,9878687.421,Unknown,,,,,,,
4385,2200604385,,,,GREENFIELD,GREENFIELD,278391.0971,9878688.344,Unknown,,,,,,,
4501,2200604501,,,,GREENFIELD,GREENFIELD,278369.5606,9878709.896,Unknown,,,,,,,
4520,2200604520,,,,GREENFIELD,GREENFIELD,278384.2227,9878702.717,Unknown,,,,,,,
4509,2200604509,,,,GREENFIELD,GREENFIELD,278404.2368,9878738.675,Unknown,,,,,,,
4288,2200604288,,,,GREENFIELD,GREENFIELD,278423.5466,9878717.674,Unknown,,,,,,,
4367,2200604367,,,,GREENFIELD,GREENFIELD,278424.4802,9878708.827,Unknown,,,,,,,
4402,2200604402,,,,GREENFIELD,GREENFIELD,278428.5592,9878712.885,Unknown,,,,,,,
4330,2200604330,,,,GREENFIELD,GREENFIELD,278436.1755,9878698.881,Unknown,,,,,,,
4322,2200604322,,,,GREENFIELD,GREENFIELD,278438.5888,9878697.039,Unknown,,,,,,,
4389,2200604389,,,,GREENFIELD,GREENFIELD,278442.3053,9878688.378,Unknown,,,,,,,
4296,2200604296,,,,GREENFIELD,GREENFIELD,278446.5768,9878682.114,Unknown,,,,,,,
4452,2200604452,,,,GREENFIELD,GREENFIELD,278450.658,9878683.038,Unknown,,,,,,,
4346,2200604346,,,,GREENFIELD,GREENFIELD,278474.0205,9878705.726,Unknown,,,,,,,
4353,2200604353,,,,GREENFIELD,GREENFIELD,278464.7345,9878719.545,Unknown,,,,,,,
4498,2200604498,,,,GREENFIELD,GREENFIELD,278482.1938,9878691.17,Unknown,,,,,,,
9018,2200609018,,,,GREENFIELD,GREENFIELD,278521.3171,9878728.614,Unknown,,,,,,,
4400,2200604400,,,,GREENFIELD,GREENFIELD,278502.9466,9878732.289,Unknown,,,,,,,
8580,2200608580,,,,GREENFIELD,GREENFIELD,278511.4792,9878735.428,Unknown,,,,,,,
4286,2200604286,,,,GREENFIELD,GREENFIELD,278488.0885,9878754.952,Unknown,,,,,,,
18852,2200618852,,,,GREENFIELD,GREENFIELD,278490.4896,9878771.358,Unknown,,,,,,,
4290,2200604290,,,,GREENFIELD,GREENFIELD,278489.7483,9878770.068,Unknown,,,,,,,
12301,2200612301,,,,GREENFIELD,GREENFIELD,278484.5523,9878771.539,Unknown,,,,,,,
14560,2200614560,,,,GREENFIELD,GREENFIELD,278483.6111,9878791.999,Unknown,,,,,,,
4289,2200604289,,,,GREENFIELD,GREENFIELD,278479.3535,9878777.25,Unknown,,,,,,,
18986,2200618986,,,,GREENFIELD,GREENFIELD,278447.4306,9878793.265,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278455.793,9878773.363,Unknown,,,,,,,
11025,2200611025,,,,GREENFIELD,GREENFIELD,278433.1468,9878789.385,Unknown,,,,,,,
19607,2200619607,,,,GREENFIELD,GREENFIELD,278516.0727,9878803.08,Unknown,,,,,,,
4291,2200604291,,,,GREENFIELD,GREENFIELD,278509.2111,9878798.098,Unknown,,,,,,,
14204,2200614204,,,,GREENFIELD,GREENFIELD,278533.3414,9878782.262,Unknown,,,,,,,
4486,2200604486,,,,GREENFIELD,GREENFIELD,278537.4275,9878775.629,Unknown,,,,,,,
4347,2200604347,,,,GREENFIELD,GREENFIELD,278543.7331,9878779.689,Unknown,,,,,,,
20003,2200620003,,,,GREENFIELD,GREENFIELD,278536.5038,9878769.73,Unknown,,,,,,,
,,,,,GREENFIELD,GREENFIELD,278547.4606,9878754.438,Unknown,,,,,,,
4282,2200604282,,,,GREENFIELD,GREENFIELD,278556.5588,9878744.122,Unknown,,,,,,,
11024,2200611024,,,,GREENFIELD,GREENFIELD,278582.3267,9878776.765,Unknown,,,,,,,
4366,2200604366,,,,GREENFIELD,GREENFIELD,278582.7029,9878769.023,Unknown,,,,,,,
4524,2200604524,,,,GREENFIELD,GREENFIELD,278572.854,9878792.427,Unknown,,,,,,,
4517,2200604517,,,,GREENFIELD,GREENFIELD,278566.3455,9878814.357,Unknown,,,,,,,
4451,2200604451,,,,GREENFIELD,GREENFIELD,278554.6567,9878814.534,Unknown,,,,,,,
4294,2200604294,,,,GREENFIELD,GREENFIELD,278560.7789,9878815.091,Unknown,,,,,,,
