New Acc No,Old Acc No,Zone,Subzone,Longitude,Latitude
12292,2200112292,001 GATAGAMA,GATAGAMA,279338.9219,9878417.624
3279,2200103279,001 GATAGAMA,GATAGAMA,279336.5812,9878422.157
6638,2200106638,001 GATAGAMA,GATAGAMA,279335.9679,9878423.723
3280,2200103280,001 GATAGAMA,GATAGAMA,279332.2015,9878423.629
3281,2200103281,001 GATAGAMA,GATAGAMA,279329.2522,9878422.668
3282,2200103282,001 GATAGAMA,GATAGAMA,279335.6501,9878427.299
3283,2200103283,001 GATAGAMA,GATAGAMA,279337.7148,9878419.411
12482,2200112482,001 GATAGAMA,GATAGAMA,279186.534,9878680.338
18426,2200118426,001 GATAGAMA,GATAGAMA,279185.6609,9878682.015
8860,2200108860,001 GATAGAMA,GATAGAMA,279299.598,9878682.754
3150,2200103150,001 GATAGAMA,GATAGAMA,279298.8618,9878645.777
3285,2200103285,001 GATAGAMA,GATAGAMA,279360.304,9878656.693
3328,2200103328,001 GATAGAMA,GATAGAMA,279406.1741,9878620.19
3142,2200103142,001 GATAGAMA,GATAGAMA,279219.2794,9878850.956
17634,2200117634,001 GATAGAMA,GATAGAMA,279227.0975,9878896.306
3165,2200103165,001 GATAGAMA,GATAGAMA,279300.7,9878839.802
3172,2200103172,001 GATAGAMA,GATAGAMA,279324.8771,9878809.036
3137,2200103137,001 GATAGAMA,GATAGAMA,279335.8519,9878794.536
3152,2200103152,001 GATAGAMA,GATAGAMA,279360.4825,9878779.345
3200,2200103200,001 GATAGAMA,GATAGAMA,279378.6801,9878728.52
3170,2200103170,001 GATAGAMA,GATAGAMA,279412.65,9878731.104
3273,2200103273,001 GATAGAMA,GATAGAMA,279457.5723,9878696.905
3293,2200103293,001 GATAGAMA,GATAGAMA,279629.3373,9878534.644
3294,2200103294,001 GATAGAMA,GATAGAMA,279626.4222,9878537.96
3295,2200103295,001 GATAGAMA,GATAGAMA,279627.2598,9878533.942
3296,2200103296,001 GATAGAMA,GATAGAMA,279633.3423,9878538.591
3297,2200103297,001 GATAGAMA,GATAGAMA,279637.2202,9878538.243
20396,2200120396,001 GATAGAMA,GATAGAMA,279629.2958,9878541.243
3298,2200103298,001 GATAGAMA,GATAGAMA,279633.9194,9878563.641
6639,2200106639,001 GATAGAMA,GATAGAMA,279631.2727,9878553.944
3299,2200103299,001 GATAGAMA,GATAGAMA,279630.2131,9878556.966
6640,2200106640,001 GATAGAMA,GATAGAMA,279625.8901,9878556.945
3300,2200103300,001 GATAGAMA,GATAGAMA,279629.1135,9878564.376
8864,2200108864,001 GATAGAMA,GATAGAMA,279606.2237,9878556.416
3301,2200103301,001 GATAGAMA,GATAGAMA,279608.1541,9878555.164
3302,2200103302,001 GATAGAMA,GATAGAMA,279608.4511,9878554.998
3303,2200103303,001 GATAGAMA,GATAGAMA,279599.379,9878554.126
3304,2200103304,001 GATAGAMA,GATAGAMA,279598.2646,9878555.858
3305,2200103305,001 GATAGAMA,GATAGAMA,279596.3904,9878556.391
3360,2200103360,001 GATAGAMA,GATAGAMA,278745.3405,9877551.234
15891,2200115891,001 GATAGAMA,GATAGAMA,278719.879,9877587.751
3229,2200103229,001 GATAGAMA,GATAGAMA,278686.8746,9877639.452
3160,2200103160,001 GATAGAMA,GATAGAMA,278686.1326,9877667.027
3217,2200103217,001 GATAGAMA,GATAGAMA,278688.0682,9877685.627
3159,2200103159,001 GATAGAMA,GATAGAMA,278700.439,9877692.382
3168,2200103168,001 GATAGAMA,GATAGAMA,278691.1912,9877732.117
7292,2200107292,001 GATAGAMA,GATAGAMA,278591.0521,9877573.969
,,001 GATAGAMA,GATAGAMA,278539.6886,9877612.33
20405,2200120405,001 GATAGAMA,GATAGAMA,278535.352,9877604.899
19312,2200119312,001 GATAGAMA,GATAGAMA,278540.2992,9877614.764
3342,2200103342,001 GATAGAMA,GATAGAMA,278497.8942,9877629.685
3169,2200103169,001 GATAGAMA,GATAGAMA,278567.9299,9877525.309
3158,2200103158,001 GATAGAMA,GATAGAMA,278527.6841,9877529.817
3253,2200103253,001 GATAGAMA,GATAGAMA,278630.538,9877457.721
3230,2200103230,001 GATAGAMA,GATAGAMA,278673.7436,9877438.598
3345,2200103345,001 GATAGAMA,GATAGAMA,278535.1745,9877454.855
3167,2200103167,001 GATAGAMA,GATAGAMA,278605.1034,9877647.673
8565,2200108565,001 GATAGAMA,GATAGAMA,278576.0673,9877730.418
3263,2200103263,001 GATAGAMA,GATAGAMA,278613.1438,9877803.824
3212,2200103212,001 GATAGAMA,GATAGAMA,278642.6782,9877836.064
3224,2200103224,001 GATAGAMA,GATAGAMA,278633.7359,9877835.21
3238,2200103238,001 GATAGAMA,GATAGAMA,278643.9314,9877848.581
10751,2200110751,001 GATAGAMA,GATAGAMA,278649.8523,9877845.12
3176,2200103176,001 GATAGAMA,GATAGAMA,278662.9266,9877909.588
3157,2200103157,001 GATAGAMA,GATAGAMA,278683.3007,9877878.468
3177,2200103177,001 GATAGAMA,GATAGAMA,278685.9781,9877870.046
3182,2200103182,001 GATAGAMA,GATAGAMA,278728.441,9877823.956
3226,2200103226,001 GATAGAMA,GATAGAMA,278730.4258,9877824.584
3349,2200103349,001 GATAGAMA,GATAGAMA,278509.7194,9877758.244
10402,2200110402,001 GATAGAMA,GATAGAMA,278565.2468,9877874.482
19132,2200119132,001 GATAGAMA,GATAGAMA,278599.5911,9877927.647
3208,2200103208,001 GATAGAMA,GATAGAMA,278596.1529,9877963.976
3215,2200103215,001 GATAGAMA,GATAGAMA,278570.9324,9878000.806
3202,2200103202,001 GATAGAMA,GATAGAMA,278675.3809,9878041.17
3284,2200103284,001 GATAGAMA,GATAGAMA,278691.0545,9878075.189
3227,2200103227,001 GATAGAMA,GATAGAMA,278692.4465,9878074.545
14368,2200114368,001 GATAGAMA,GATAGAMA,278860.7712,9878009.295
12024,2200112024,001 GATAGAMA,GATAGAMA,278889.1854,9878107.616
20358,2200120358,001 GATAGAMA,GATAGAMA,278862.7754,9878147.745
3325,2200103325,001 GATAGAMA,GATAGAMA,278882.7009,9878121.436
25774,2200125774,001 GATAGAMA,GATAGAMA,278938.9919,9878066.765
26898,2200126898,001 GATAGAMA,GATAGAMA,278958.2462,9877934.32
3117,2200103117,001 GATAGAMA,GATAGAMA,279303.4394,9878821.629
3147,2200103147,001 GATAGAMA,GATAGAMA,279376.5993,9878732.721
3199,2200103199,001 GATAGAMA,GATAGAMA,279354.2192,9878711.637
3186,2200103186,001 GATAGAMA,GATAGAMA,279389.6034,9878707.698
3207,2200103207,001 GATAGAMA,GATAGAMA,279435.3699,9878715.617
3341,2200103341,001 GATAGAMA,GATAGAMA,279446.4842,9878714.482
3131,2200103131,001 GATAGAMA,GATAGAMA,279463.1591,9878693.682
3129,2200103129,001 GATAGAMA,GATAGAMA,279508.9689,9878664.073
3140,2200103140,001 GATAGAMA,GATAGAMA,279539.8514,9878537.81
1612,220011612,001 GATAGAMA,GATAGAMA,279494.6607,9878585.245
3250,2200103250,001 GATAGAMA,GATAGAMA,279375.4504,9878618.695
3328,2200103328,001 GATAGAMA,GATAGAMA,279403.4367,9878635.285
3174,2200103174,001 GATAGAMA,GATAGAMA,279289.993,9878674.029
3146,2200103146,001 GATAGAMA,GATAGAMA,279292.1435,9878676.666
3125,2200103125,001 GATAGAMA,GATAGAMA,279296.9217,9878689.665
3126,2200103126,001 GATAGAMA,GATAGAMA,279277.4401,9878662.168
3309,2200103309,001 GATAGAMA,GATAGAMA,279236.2039,9878649.551
3204,2200103204,001 GATAGAMA,GATAGAMA,279290.3148,9878552.538
3286,2200103286,001 GATAGAMA,GATAGAMA,279286.3401,9878558.895
3225,2200103225,001 GATAGAMA,GATAGAMA,279306.8078,9878554.227
3134,2200103134,001 GATAGAMA,GATAGAMA,279348.6927,9878512.007
3171,2200103171,001 GATAGAMA,GATAGAMA,279297.7937,9878549.742
3210,2200103210,001 GATAGAMA,GATAGAMA,279304.702,9878484.254
8356,2200108356,001 GATAGAMA,GATAGAMA,279254.9594,9878540.884
3231,2200103231,001 GATAGAMA,GATAGAMA,279224.5851,9878543.96
3330,2200103330,001 GATAGAMA,GATAGAMA,279237.5303,9878495.896
3268,2200103268,001 GATAGAMA,GATAGAMA,279266.8375,9878479.123
3214,2200103214,001 GATAGAMA,GATAGAMA,279284.722,9878453.053
3122,2200103122,001 GATAGAMA,GATAGAMA,279367.2617,9878321
3175,2200103175,001 GATAGAMA,GATAGAMA,279420.0511,9878286.363
3236,2200103236,001 GATAGAMA,GATAGAMA,279310.4533,9878372.942
3333,2200103333,001 GATAGAMA,GATAGAMA,279329.7028,9878386.632
3195,2200103195,001 GATAGAMA,GATAGAMA,279368.4304,9878460.998
12295,2200112295,001 GATAGAMA,GATAGAMA,279366.4751,9878471.853
3130,2200103130,001 GATAGAMA,GATAGAMA,279370.8459,9878483.635
3118,2200103118,001 GATAGAMA,GATAGAMA,279498.9959,9878398.929
3114,2200103114,001 GATAGAMA,GATAGAMA,279289.3671,9878834.689
3343,2200103343,001 GATAGAMA,GATAGAMA,279290.4448,9878832.293
3352,2200103352,001 GATAGAMA,GATAGAMA,279290.7788,9878832.165
3197,2200103197,001 GATAGAMA,GATAGAMA,279107.0145,9878678.497
3363,2200103363,001 GATAGAMA,GATAGAMA,279242.5188,9878443.753
20221,2200120221,001 GATAGAMA,GATAGAMA,279231.8862,9878417.921
15989,2200115989,001 GATAGAMA,GATAGAMA,279159.4648,9878428.067
3336,2200103336,001 GATAGAMA,GATAGAMA,279235.0042,9878304.783
11920,2200111920,001 GATAGAMA,GATAGAMA,279119.8378,9878311.213
9260,2200109260,001 GATAGAMA,GATAGAMA,279114.5225,9878296.814
10766,2200110766,001 GATAGAMA,GATAGAMA,279134.4619,9878249.583
3148,2200103148,001 GATAGAMA,GATAGAMA,279030.3734,9878337.678
21849,2200121849,001 GATAGAMA,GATAGAMA,279046.0473,9878427.088
3256,2200103256,001 GATAGAMA,GATAGAMA,279033.4557,9878417.642
3259,2200103259,001 GATAGAMA,GATAGAMA,279029.9906,9878438.967
3292,2200103292,001 GATAGAMA,GATAGAMA,279003.1182,9878476.994
26616,2200126616,001 GATAGAMA,GATAGAMA,279086.2767,9878586.928
3262,2200103262,001 GATAGAMA,GATAGAMA,279069.6076,9878543.046
7108,2200107108,001 GATAGAMA,GATAGAMA,279003.5314,9878469.566
3266,2200103266,001 GATAGAMA,GATAGAMA,278986.3016,9878403.989
14720,2200114720,001 GATAGAMA,GATAGAMA,279095.97,9878072.326
13713,2200113713,001 GATAGAMA,GATAGAMA,279125.1963,9878037.968
3347,2200103347,001 GATAGAMA,GATAGAMA,279046.1593,9878175.314
3321,2200103321,001 GATAGAMA,GATAGAMA,279013.2106,9878199.402
3346,2200103346,001 GATAGAMA,GATAGAMA,278928.389,9878330.532
13343,2200113343,001 GATAGAMA,GATAGAMA,279021.4418,9878070.157
11180,2200111180,001 GATAGAMA,GATAGAMA,279010.4472,9878086.462
3326,2200103326,001 GATAGAMA,GATAGAMA,279006.2843,9878124.523
26201,2200126201,001 GATAGAMA,GATAGAMA,278993.5317,9878134.081
3205,2200103205,001 GATAGAMA,GATAGAMA,278951.1416,9878182.476
21875,2200121875,001 GATAGAMA,GATAGAMA,278951.7226,9878229.37
15626,2200115626,001 GATAGAMA,GATAGAMA,278940.0955,9878248.201
3323,2200103323,001 GATAGAMA,GATAGAMA,278912.5797,9878277.232
3364,2200103364,001 GATAGAMA,GATAGAMA,278902.8292,9878292.083
20169,2200120169,001 GATAGAMA,GATAGAMA,278875.0622,9878364.008
386,220010386,001 GATAGAMA,GATAGAMA,278839.6457,9878249.111
14554,2200114554,001 GATAGAMA,GATAGAMA,278923.9128,9878031.475
7007,2200107007,001 GATAGAMA,GATAGAMA,278450.4295,9877664.196
7109,2200107109,001 GATAGAMA,GATAGAMA,278405.5704,9877603.558
3196,2200103196,001 GATAGAMA,GATAGAMA,278635.7542,9877564.34
3166,2200103166,001 GATAGAMA,GATAGAMA,278643.9751,9877561.839
3314,2200103314,001 GATAGAMA,GATAGAMA,278666.3599,9877548.158
3188,2200103188,001 GATAGAMA,GATAGAMA,278684.2925,9877533.535
3203,2200103203,001 GATAGAMA,GATAGAMA,278577.7662,9877493.408
3252,2200103252,001 GATAGAMA,GATAGAMA,278622.6108,9877464.923
14190,2200114190,001 GATAGAMA,GATAGAMA,278461.3169,9877503.726
3288,2200103288,001 GATAGAMA,GATAGAMA,278530.8233,9877607.403
3211,2200103211,001 GATAGAMA,GATAGAMA,278724.1393,9877570.593
445,2200100445,001 GATAGAMA,GATAGAMA,278774.7123,9877659.731
3161,2200103161,001 GATAGAMA,GATAGAMA,278775.4965,9877652.34
433,2200100433,001 GATAGAMA,GATAGAMA,278792.7227,9877695.006
15329,2200115329,001 GATAGAMA,GATAGAMA,278761.1588,9877784.513
3127,2200103127,001 GATAGAMA,GATAGAMA,279231.3796,9878705.989
3260,2200103260,001 GATAGAMA,GATAGAMA,279203.0933,9878722.026
3136,2200103136,001 GATAGAMA,GATAGAMA,279147.4064,9878733.343
3149,2200103149,001 GATAGAMA,GATAGAMA,279061.7715,9878608.644
3124,2200103124,001 GATAGAMA,GATAGAMA,279024.091,9878549.91
3339,2200103339,001 GATAGAMA,GATAGAMA,278994.0465,9878475.495
3164,2200103164,001 GATAGAMA,GATAGAMA,278965.0337,9878440.122
3192,2200103192,001 GATAGAMA,GATAGAMA,278979.7049,9878419.284
3113,2200103113,001 GATAGAMA,GATAGAMA,279006.5886,9878391.966
3183,2200103183,001 GATAGAMA,GATAGAMA,279053.3787,9878395.167
6609,2200106609,001 GATAGAMA,GATAGAMA,279015.6826,9878443.787
7295,2200107295,001 GATAGAMA,GATAGAMA,279009.8947,9878470.455
3144,2200103144,001 GATAGAMA,GATAGAMA,279191.5579,9878602.592
3135,2200103135,001 GATAGAMA,GATAGAMA,279227.9731,9878582.985
3178,2200103178,001 GATAGAMA,GATAGAMA,279277.6468,9878462.43
3218,2200103218,001 GATAGAMA,GATAGAMA,279316.0541,9878432.374
3209,2200103209,001 GATAGAMA,GATAGAMA,279267.9033,9878438.922
3181,2200103181,001 GATAGAMA,GATAGAMA,279264.4968,9878455.786
3191,2200103191,001 GATAGAMA,GATAGAMA,279243.793,9878452.749
3306,2200103306,001 GATAGAMA,GATAGAMA,279238.6489,9878459.898
3271,2200103271,001 GATAGAMA,GATAGAMA,279212.8236,9878346.242
3332,2200103332,001 GATAGAMA,GATAGAMA,279188.8591,9878308.254
3318,2200103318,001 GATAGAMA,GATAGAMA,279212.1231,9878395.347
18977,2200118977,001 GATAGAMA,GATAGAMA,279174.0127,9878425.146
3289,2200103289,001 GATAGAMA,GATAGAMA,279309.5413,9878377.329
3179,2200103179,001 GATAGAMA,GATAGAMA,279319.7201,9878443.878
8861,2200108861,001 GATAGAMA,GATAGAMA,279297.6954,9878502.203
3138,2200103138,001 GATAGAMA,GATAGAMA,279238.7144,9878556.854
3133,2200103133,001 GATAGAMA,GATAGAMA,279316.1698,9878537.643
3313,2200103313,001 GATAGAMA,GATAGAMA,279271.5497,9878619.585
15152,2200115152,001 GATAGAMA,GATAGAMA,279315.1583,9878692.073
18673,2200118673,001 GATAGAMA,GATAGAMA,279395.7234,9878627.796
7008,2200107008,001 GATAGAMA,GATAGAMA,279378.8658,9878728.317
3190,2200103190,001 GATAGAMA,GATAGAMA,279313.5343,9878818.963
3128,2200103128,001 GATAGAMA,GATAGAMA,279407.7857,9878736.023
3511,2200103511,001 GATAGAMA,GATAGAMA,279660.686,9878656.985
3444,2200103444,001 GATAGAMA,GATAGAMA,279692.6153,9878630.96
3500,2200103500,001 GATAGAMA,GATAGAMA,279706.2969,9878619.541
19330,2200119330,001 GATAGAMA,GATAGAMA,279736.6618,9878602.363
,,001 GATAGAMA,GATAGAMA,279755.0195,9878561.823
3143,2200103143,001 GATAGAMA,GATAGAMA,279626.1712,9878524.725
11001,2200111001,001 GATAGAMA,GATAGAMA,279548.9921,9878379.442
18971,2200118971,001 GATAGAMA,GATAGAMA,279608.1628,9878430.19
3119,2200103119,001 GATAGAMA,GATAGAMA,279537.0057,9878352.651
3353,2200103353,001 GATAGAMA,GATAGAMA,279503.2302,9878336.887
3290,2200103290,001 GATAGAMA,GATAGAMA,279502.5124,9878328.186
3120,2200103120,001 GATAGAMA,GATAGAMA,279473.8326,9878350.01
3184,2200103184,001 GATAGAMA,GATAGAMA,279469.9584,9878288.884
15888,2200115888,001 GATAGAMA,GATAGAMA,279185.6199,9878045.99
3356,2200103356,001 GATAGAMA,GATAGAMA,279124.7055,9878106.262
3362,2200103362,001 GATAGAMA,GATAGAMA,279064.7121,9878065.116
3153,2200103153,001 GATAGAMA,GATAGAMA,278987.8278,9878173.745
3173,2200103173,001 GATAGAMA,GATAGAMA,279000.3865,9878204.739
3237,2200103237,001 GATAGAMA,GATAGAMA,279036.7841,9878183.732
3232,2200103232,001 GATAGAMA,GATAGAMA,279069.8253,9878159.994
3322,2200103322,001 GATAGAMA,GATAGAMA,279015.9621,9878302.444
3269,2200103269,001 GATAGAMA,GATAGAMA,279010.1079,9878317.205
3132,2200103132,001 GATAGAMA,GATAGAMA,278912.3989,9878353.673
3139,2200103139,001 GATAGAMA,GATAGAMA,278934.4093,9878317.172
3155,2200103155,001 GATAGAMA,GATAGAMA,278960.2293,9878299.218
3361,2200103361,001 GATAGAMA,GATAGAMA,278946.0627,9878230.988
3319,2200103319,001 GATAGAMA,GATAGAMA,278901.8251,9878267.566
3324,2200103324,001 GATAGAMA,GATAGAMA,278881.8604,9878296.861
6633,2200106633,001 GATAGAMA,GATAGAMA,278882.8377,9878305.913
3145,2200103145,001 GATAGAMA,GATAGAMA,278874.3031,9878333.667
12294,2200112294,001 GATAGAMA,GATAGAMA,278790.9533,9878204.95
16470,2200116470,001 GATAGAMA,GATAGAMA,278804.6457,9878205.236
3201,2200103201,001 GATAGAMA,GATAGAMA,278842.9755,9878180.284
3194,2200103194,001 GATAGAMA,GATAGAMA,278841.8556,9878162.57
3213,2200103213,001 GATAGAMA,GATAGAMA,278925.9164,9878143.105
3316,2200103316,001 GATAGAMA,GATAGAMA,278974.4921,9878139.396
7293,2200107293,001 GATAGAMA,GATAGAMA,278994.6357,9878175.759
12480,2200112480,001 GATAGAMA,GATAGAMA,278980.5619,9878135.271
3291,2200103291,001 GATAGAMA,GATAGAMA,278992.2138,9878107.15
23615,2200123615,001 GATAGAMA,GATAGAMA,279004.2729,9878080.32
11498,2200111498,001 GATAGAMA,GATAGAMA,278976.1924,9878065.979
6138,2200106138,001 GATAGAMA,GATAGAMA,278937.0505,9878028.848
18424,2200118424,001 GATAGAMA,GATAGAMA,278923.8469,9878074.7
3287,2200103287,001 GATAGAMA,GATAGAMA,278963.406,9878070.357
21151,2200121151,001 GATAGAMA,GATAGAMA,279114.7313,9877955.677
13979,2200113979,001 GATAGAMA,GATAGAMA,278876.0947,9878039.83
14369,2200114369,001 GATAGAMA,GATAGAMA,278775.6669,9877924.41
9823,2200109823,001 GATAGAMA,GATAGAMA,278761.4047,9877943.957
3254,2200103254,001 GATAGAMA,GATAGAMA,279221.9449,9878832.266
3198,2200103198,001 GATAGAMA,GATAGAMA,279104.1432,9878643.713
3247,2200103247,001 GATAGAMA,GATAGAMA,279025.4247,9878525.193
3123,2200103123,001 GATAGAMA,GATAGAMA,278980.2943,9878425.644
3340,2200103340,001 GATAGAMA,GATAGAMA,279035.25,9878342.069
3334,2200103334,001 GATAGAMA,GATAGAMA,279062.5489,9878388.077
3255,2200103255,001 GATAGAMA,GATAGAMA,279038.334,9878391.766
1533,220011533,001 GATAGAMA,GATAGAMA,279022.728,9878423.331
3392,2200103392,001 GATAGAMA,GATAGAMA,279024.9985,9878496.603
3270,2200103270,001 GATAGAMA,GATAGAMA,279178.6654,9878515.47
3350,2200103350,001 GATAGAMA,GATAGAMA,279208.7358,9878522.844
3151,2200103151,001 GATAGAMA,GATAGAMA,279292.3545,9878414.589
3308,2200103308,001 GATAGAMA,GATAGAMA,279256.6237,9878437.329
3310,2200103310,001 GATAGAMA,GATAGAMA,279205.2845,9878467.507
3338,2200103338,001 GATAGAMA,GATAGAMA,279222.2761,9878472.734
18425,2200118425,001 GATAGAMA,GATAGAMA,279151.3654,9878387.288
3320,2200103320,001 GATAGAMA,GATAGAMA,279334.1089,9878457.03
937,220010937,001 GATAGAMA,GATAGAMA,279343.4692,9878443.083
3180,2200103180,001 GATAGAMA,GATAGAMA,279359.2501,9878455.443
835,220010835,001 GATAGAMA,GATAGAMA,279259.3966,9878536.481
8356,2200108356,001 GATAGAMA,GATAGAMA,279253.7751,9878536.091
3257,2200103257,001 GATAGAMA,GATAGAMA,279227.0989,9878530.285
3286,2200103286,001 GATAGAMA,GATAGAMA,279238.9624,9878546.532
3147,2200103147,001 GATAGAMA,GATAGAMA,279301.5839,9878681.668
3272,2200103272,001 GATAGAMA,GATAGAMA,279351.0847,9878709.94
3206,2200103206,001 GATAGAMA,GATAGAMA,279360.5605,9878717.651
3115,2200103115,001 GATAGAMA,GATAGAMA,279307.5682,9878806.665
3116,2200103116,001 GATAGAMA,GATAGAMA,279295.8228,9878836.113
3344,2200103344,001 GATAGAMA,GATAGAMA,279295.5995,9878837.071
3351,2200103351,001 GATAGAMA,GATAGAMA,279289.8518,9878831.15
3469,2200103469,001 GATAGAMA,GATAGAMA,279674.8649,9878650.911
3490,2200103490,001 GATAGAMA,GATAGAMA,279680.9944,9878640.63
3522,2200103522,001 GATAGAMA,GATAGAMA,279707.2763,9878625.44
3422,2200103422,001 GATAGAMA,GATAGAMA,279710.8625,9878617.369
14193,2200114193,001 GATAGAMA,GATAGAMA,279733.8839,9878594.638
19326,2200119326,001 GATAGAMA,GATAGAMA,279748.4419,9878576.436
3251,2200103251,001 GATAGAMA,GATAGAMA,279709.1013,9878531.121
3258,2200103258,001 GATAGAMA,GATAGAMA,279606.8521,9878504.067
9593,2200109593,001 GATAGAMA,GATAGAMA,279117.839,9878136.542
3331,2200103331,001 GATAGAMA,GATAGAMA,279042.7036,9878070.945
3274,2200103274,001 GATAGAMA,GATAGAMA,279000.3628,9878212.499
3357,2200103357,001 GATAGAMA,GATAGAMA,279000.6295,9878174.233
3311,2200103311,001 GATAGAMA,GATAGAMA,278983.7055,9878345.998
3223,2200103223,001 GATAGAMA,GATAGAMA,278954.7612,9878374.955
3112,2200103112,001 GATAGAMA,GATAGAMA,278947.1129,9878409.179
312,2200100312,001 GATAGAMA,GATAGAMA,278894.9277,9878399.947
3141,2200103141,001 GATAGAMA,GATAGAMA,278910.0212,9878358.04
9586,2200109586,001 GATAGAMA,GATAGAMA,278931.236,9878345.87
3312,2200103312,001 GATAGAMA,GATAGAMA,278949.9397,9878343.487
3317,2200103317,001 GATAGAMA,GATAGAMA,278935.7965,9878323.606
9259,2200109259,001 GATAGAMA,GATAGAMA,278997.415,9878264.792
3307,2200103307,001 GATAGAMA,GATAGAMA,278945.9761,9878221.698
3162,2200103162,001 GATAGAMA,GATAGAMA,278891.4731,9878293.955
3205,2200103205,001 GATAGAMA,GATAGAMA,278903.4053,9878151.441
3267,2200103267,001 GATAGAMA,GATAGAMA,278970.3678,9878119.725
3337,2200103337,001 GATAGAMA,GATAGAMA,279016.9706,9878097.545
3228,2200103228,001 GATAGAMA,GATAGAMA,278972.4023,9878101.497
9904,2200109904,001 GATAGAMA,GATAGAMA,278952.8443,9878021.835
26228,2200126228,001 GATAGAMA,GATAGAMA,278880.4817,9878027.28
26388,2200126388,001 GATAGAMA,GATAGAMA,278793.2988,9877971.001
27588,2200127588,001 GATAGAMA,GATAGAMA,278783.9037,9877925.982
26898,2200126898,001 GATAGAMA,GATAGAMA,278949.3796,9877931.254
4416,2200604416,006 GREENFIELD,GREENFIELD,278528.9841,9878917.741
4513,2200604513,006 GREENFIELD,GREENFIELD,278524.5477,9878892.854
4460,2200604460,006 GREENFIELD,GREENFIELD,278552.7485,9878893.978
589,2200600589,006 GREENFIELD,GREENFIELD,278510.2739,9878874.043
4317,2200604317,006 GREENFIELD,GREENFIELD,278508.4224,9878868.143
7130,2200607130,006 GREENFIELD,GREENFIELD,278507.1177,9878876.99
4492,2200604492,006 GREENFIELD,GREENFIELD,278496.9048,9878889.702
4496,2200604496,006 GREENFIELD,GREENFIELD,278495.6059,9878889.885
9017,2200609017,006 GREENFIELD,GREENFIELD,278486.7385,9878832.184
4334,2200604334,006 GREENFIELD,GREENFIELD,278481.7224,9878842.135
11701,2200611701,006 GREENFIELD,GREENFIELD,278472.0788,9878835.677
4450,2200604450,006 GREENFIELD,GREENFIELD,278472.6207,9878857.797
4283,2200604283,006 GREENFIELD,GREENFIELD,278429.5879,9878840.073
11027,2200611027,006 GREENFIELD,GREENFIELD,278435.5321,9878829.57
4284,2200604284,006 GREENFIELD,GREENFIELD,278442.78,9878811.51
4446,2200604446,006 GREENFIELD,GREENFIELD,278465.2277,9878814.843
10179,2200610179,006 GREENFIELD,GREENFIELD,278423.1264,9878791.406
4473,2200604473,006 GREENFIELD,GREENFIELD,278405.8703,9878793.237
4398,2200604398,006 GREENFIELD,GREENFIELD,278404.191,9878807.429
13723,2200613723,006 GREENFIELD,GREENFIELD,278388.453,9878758.387
19372,2200619372,006 GREENFIELD,GREENFIELD,278372.6752,9878769.252
11026,2200611026,006 GREENFIELD,GREENFIELD,278386.5841,9878778.847
12916,2200612916,006 GREENFIELD,GREENFIELD,278353.0314,9878734.585
14319,2200614319,006 GREENFIELD,GREENFIELD,278339.8526,9878743.056
4337,2200604337,006 GREENFIELD,GREENFIELD,278343.176,9878767.574
4337,2200604337,006 GREENFIELD,GREENFIELD,278344.4756,9878766.284
4297,2200604297,006 GREENFIELD,GREENFIELD,278329.263,9878764.062
15631,2200615631,006 GREENFIELD,GREENFIELD,278318.16,9878720.185
4327,2200604327,006 GREENFIELD,GREENFIELD,278312.5994,9878711.886
,,006 GREENFIELD,GREENFIELD,278309.6184,9878730.501
4338,2200604338,006 GREENFIELD,GREENFIELD,278303.3134,9878725.705
7126,2200607126,006 GREENFIELD,GREENFIELD,278300.5238,9878735.472
4314,2200604314,006 GREENFIELD,GREENFIELD,278294.0322,9878732.15
4464,2200604464,006 GREENFIELD,GREENFIELD,278294.2107,9878742.841
18811,2200618811,006 GREENFIELD,GREENFIELD,278321.6929,9878708.574
4315,2200604315,006 GREENFIELD,GREENFIELD,278270.6688,9878710.752
10412,2200610412,006 GREENFIELD,GREENFIELD,278267.7062,9878701.902
18810,2200618810,006 GREENFIELD,GREENFIELD,278288.6896,9878675.004
19499,2200619499,006 GREENFIELD,GREENFIELD,278251.2183,9878664.473
10007,2200610007,006 GREENFIELD,GREENFIELD,278237.1106,9878674.786
4432,2200604432,006 GREENFIELD,GREENFIELD,278222.4398,9878694.868
4413,2200604413,006 GREENFIELD,GREENFIELD,278214.8735,9878633.665
4443,2200604443,006 GREENFIELD,GREENFIELD,278209.6697,9878646.934
4471,2200604471,006 GREENFIELD,GREENFIELD,278201.1271,9878658.725
11203,2200611203,006 GREENFIELD,GREENFIELD,278187.9487,9878666.642
4521,2200604521,006 GREENFIELD,GREENFIELD,278190.542,9878673.096
4499,2200604499,006 GREENFIELD,GREENFIELD,278185.3891,9878609.683
4481,2200604481,006 GREENFIELD,GREENFIELD,278152.7194,9878632.518
10006,2200610006,006 GREENFIELD,GREENFIELD,278142.1623,9878604.862
10009,2200610009,006 GREENFIELD,GREENFIELD,278121.9268,9878622.728
4287,2200604287,006 GREENFIELD,GREENFIELD,278165.5716,9878557.32
9535,2200609535,006 GREENFIELD,GREENFIELD,278174.2996,9878545.529
9544,2200609544,006 GREENFIELD,GREENFIELD,278188.4031,9878541.667
4488,2200604488,006 GREENFIELD,GREENFIELD,278161.3015,9878561.557
